Course ID,Course Title,Course Name,Course Section Code,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Total
122277,AESTHINT 26,"Race, Gender, and Performance",001,General Education,"Bernstein,Robin",89,0,0,0,0,0,0,89
124661,AESTHINT 39,Chinese Stories,001,General Education,"Wang,David Der-Wei",40,0,1,1,1,0,0,43
125190,AESTHINT 54,For the Love of God and His,001,General Education,"Asani,Ali S.",18,0,0,0,0,0,0,18
122910,AFRAMER 10,Intro to African Amer Studies,001,African & African Amer Studies,"Gates Jr,Henry Louis",145,0,0,1,1,0,0,147
108879,AFRAMER 119X,"Chocolate, Culture, and Politi",001,African & African Amer Studies,"Martin,Carla Denny",20,2,0,1,0,0,0,23
156252,AFRAMER 122X,The Hist of African Americans,001,African & African Amer Studies,"Hinton,Elizabeth Kai",31,0,0,0,0,0,0,31
111438,AFRAMER 123Z,American Democracy,001,African & African Amer Studies,"West,Cornel",31,3,1,3,0,0,0,38
111780,AFRAMER 131,"AfrAm Lit, Beginning to Harlem",001,African & African Amer Studies,"Chavers,Linda",3,1,0,3,0,0,0,7
110293,AFRAMER 134X,Black Love & Politics of Resp,001,African & African Amer Studies,"Morgan,Marcyliena",13,0,0,3,0,0,0,16
126710,AFRAMER 142,Hiphop and Don't Stop,001,African & African Amer Studies,"Morgan,Marcyliena",36,1,0,0,0,0,0,37
160402,AFRAMER 158X,Educational Prog & Barriers,001,African & African Amer Studies,"Rivers,Jacqueline Olga cooke",7,0,0,4,0,0,0,11
117452,AFRAMER 179,"Jazz, Freedom, and Culture",001,African & African Amer Studies,"Monson,Ingrid",6,0,0,0,0,0,0,6
203080,AFRAMER 185X,What is Black Art?African Amer,001,African & African Amer Studies,"Lewis,Sarah Elizabeth",16,0,0,0,0,0,0,16
127960,AFRAMER 191X,African Am Lives in the Law,001,African & African Amer Studies,"Higginbotham,Evelyn Brooks",5,1,0,2,0,0,0,8
108694,AFRAMER 209B,Africa Rising? New African Eco,001,African & African Amer Studies,"Comaroff,Jean",25,6,0,1,0,0,0,32
110092,AFRAMER 212,Entrepreneurship in Africa,001,African & African Amer Studies,"Olupona,Jacob",32,1,0,3,0,0,0,36
116185,AFRAMER 302,Graduate Seminar,001,African & African Amer Studies,"Sidanius,James",0,5,0,0,0,0,0,5
206964,AFRAMER 303B,Crime and Policing,001,African & African Amer Studies,"Comaroff,Jean",0,10,0,0,0,0,0,10
115731,AFRAMER 310,Individual Reading Tutorial,011,African & African Amer Studies,"Frederick,Marla",0,1,0,0,0,0,0,1
115731,AFRAMER 310,Individual Reading Tutorial,021,African & African Amer Studies,"Kincaid,Jamaica",0,1,0,0,0,0,0,1
119827,AFRAMER 391,Directed Writing,001,African & African Amer Studies,"Bobo,Lawrence",0,1,0,0,0,0,0,1
122706,AFRAMER 398,Reading and Research,008,African & African Amer Studies,"Brown,Vincent",0,1,0,0,0,0,0,1
123590,AFRAMER 97,Sophomore Tutorial,001,African & African Amer Studies,"Rivers,Jacqueline Olga cooke",2,0,0,0,0,0,0,2
118023,AFRAMER 98,Junior Tutorial - African Am,001,African & African Amer Studies,"Monson,Ingrid",3,0,0,0,0,0,0,3
119818,AFRAMER 98A,Junior Tutorial - African Stdi,001,African & African Amer Studies,"Monson,Ingrid",1,0,0,0,0,0,0,1
159794,AFRAMER 99B,Senior Thesis Workshop,001,African & African Amer Studies,"Monson,Ingrid",2,0,0,0,0,0,0,2
205836,AFRIKAAN 101BR,Advanced Afrikaans II,001,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,1
205831,AFRIKAAN AB,Elementary Afrikaans,001,African & African Amer Studies,"Mugane,John M",44,0,0,0,0,0,0,44
205832,AFRIKAAN BA,Intermediate Afrikaans,001,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,0,2
205833,AFRIKAAN BB,Intermediate Afrikaans,001,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,0,2
123204,AKKAD 143,Akkadian Literary Texts,001,Near Eastern Languages & Civ,"Barjamovic,Gojko",0,1,0,0,0,0,0,1
123205,AKKAD 156,Neo-Babylonian Inscriptions,001,Near Eastern Languages & Civ,"Barjamovic,Gojko",0,5,0,0,0,0,0,5
205862,AMHARIC 101BR,Advanced Amharic II,001,African & African Amer Studies,"Mugane,John M",2,0,0,1,0,0,0,3
205838,AMHARIC AB,Elementary Amharic,001,African & African Amer Studies,"Mugane,John M",3,0,0,1,0,0,0,4
205841,AMHARIC BB,Intermediate Amharic,001,African & African Amer Studies,"Mugane,John M",5,1,0,1,0,0,0,7
205188,AMSTDIES 314B,Colloquium on Pedagogy,001,American Studies,"Chaplin,Joyce E.",0,5,0,0,0,0,0,5
110946,AMSTDIES 398,Reading and Research,008,American Studies,"Carpio,Glenda",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,009,American Studies,"Chaplin,Joyce E.",0,3,0,0,0,0,0,3
110946,AMSTDIES 398,Reading and Research,026,American Studies,"Reuben,Julie A.",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,027,American Studies,"Rivera,Mayra",0,2,0,0,0,0,0,2
110946,AMSTDIES 398,Reading and Research,028,American Studies,"Roberts,Jennifer L.",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,031,American Studies,"Sommer,Doris",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,033,American Studies,"Ulrich,Laurel",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,035,American Studies,"Kim,Ju Yon",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,037,American Studies,"Kim,Ju Yon",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,040,American Studies,"Gonzales,Roberto G.",0,1,0,0,0,0,0,1
110946,AMSTDIES 398,Reading and Research,041,American Studies,"Garcia Pena,Lorgia",0,2,0,0,0,0,0,2
124363,AMSTDIES 399,Doctoral Dissertatn Direction,001,American Studies,"Beckert,Sven",0,2,0,0,0,0,0,2
124363,AMSTDIES 399,Doctoral Dissertatn Direction,002,American Studies,"Bernstein,Robin",0,3,0,0,0,0,0,3
124363,AMSTDIES 399,Doctoral Dissertatn Direction,003,American Studies,"Carpio,Glenda",0,1,0,0,0,0,0,1
124363,AMSTDIES 399,Doctoral Dissertatn Direction,004,American Studies,"Chaplin,Joyce E.",0,4,0,0,0,0,0,4
124363,AMSTDIES 399,Doctoral Dissertatn Direction,005,American Studies,"Claybaugh,Amanda",0,1,0,0,0,0,0,1
124363,AMSTDIES 399,Doctoral Dissertatn Direction,009,American Studies,"Johnson,Walter",0,1,0,0,0,0,0,1
124363,AMSTDIES 399,Doctoral Dissertatn Direction,012,American Studies,"Roberts,Jennifer L.",0,2,0,0,0,0,0,2
124363,AMSTDIES 399,Doctoral Dissertatn Direction,017,American Studies,"Reuben,Julie A.",0,1,0,0,0,0,0,1
124363,AMSTDIES 399,Doctoral Dissertatn Direction,018,American Studies,"Rivera,Mayra",0,1,0,0,0,0,0,1
126065,ANE 120B,Hebrew Bible/Old Testament 2,001,Near Eastern Languages & Civ,"Teeter,Andrew",0,1,0,0,0,0,0,1
207227,ANE 214,Latter Prophets I,001,Near Eastern Languages & Civ,"Teeter,Andrew",1,0,0,0,0,0,0,1
205397,ANE 227,Critical Rdgs on Ancient Hist,001,Near Eastern Languages & Civ,"Barjamovic,Gojko",0,6,0,0,0,0,0,6
110807,ANE 330,Reading/Rsch: Biblical Study,003,Near Eastern Languages & Civ,"Teeter,Andrew",0,1,0,0,0,0,0,1
207111,ANTHRO 1059,Deep History,001,Anthropology,"Smail,Daniel Lord",6,0,0,0,0,0,0,6
111192,ANTHRO 1060,Archaeological Science,001,Anthropology,"Meadow,Richard H.",1,0,0,0,0,0,0,1
159915,ANTHRO 1173,Cities in the Jungles,001,Anthropology,"Carter,Nicholas",8,1,0,0,0,0,0,9
205154,ANTHRO 1181,"Tacos, Tamales, and Tequila:",001,Anthropology,"Carballo,Jennifer Lynn",49,0,1,5,0,0,0,55
123339,ANTHRO 1600,Ground the Global: Introductio,001,Anthropology,"Scott,Stephen Kingsley",21,1,1,2,1,0,0,26
108860,ANTHRO 1732,China Thru Ethnography & Film,001,Anthropology,"Greenhalgh,Susan",11,1,1,1,1,0,0,15
205904,ANTHRO 1777,The Cinema of Fred Wiseman II:,001,Anthropology,"Castaing-Taylor,Lucien",3,0,0,0,1,0,0,4
122440,ANTHRO 1795,Language and Politics,001,Anthropology,"Scott,Stephen Kingsley",6,0,0,2,0,0,0,8
205899,ANTHRO 1915,International Development in,001,Anthropology,"Kao,Philip",15,0,1,1,0,0,0,17
204446,ANTHRO 1976,"Schools in Culture, Culture in",001,Anthropology,"Malik,Bilal",7,0,0,1,0,0,0,8
120580,ANTHRO 2020,GIS & Spatial Anal. In Arch.,001,Anthropology,"Ur,Jason Alik",2,7,0,0,0,0,0,9
120488,ANTHRO 2070B,CaseStudies/Res. Proposal Prep,001,Anthropology,"Tryon,Christian Alexander",0,8,0,0,0,0,0,8
128002,ANTHRO 2085,Arch. of Ritual & Religion,001,Anthropology,"Flad,Rowan K.",0,8,0,0,0,0,0,8
204970,ANTHRO 2173,A Tale of Two Empires:,001,Anthropology,"Urton,Gary",1,0,0,0,0,0,0,1
156677,ANTHRO 2614,Sexuality and Political Econom,001,Anthropology,"Meiu,George Paul",2,9,0,8,0,0,0,19
108949,ANTHRO 2628,Ethnograph Methods Anthro Rr,001,Anthropology,"Meiu,George Paul",0,16,0,0,0,0,0,16
144623,ANTHRO 2650B,Hist & Theory of Social Anthro,001,Anthropology,"Subramanian,Ajantha",0,10,0,0,0,0,0,10
122439,ANTHRO 2690,Middle East Ethnography,001,Anthropology,"Caton,Steven C.",4,7,0,1,0,0,0,12
110314,ANTHRO 2725,Anthropology and History,001,Anthropology,"Subramanian,Ajantha",0,11,0,0,0,0,0,11
207166,ANTHRO 2760,Anthropology and Black Study:,001,Anthropology,"Williams,Kaya Naomi",4,1,0,0,0,0,0,5
124803,ANTHRO 2856,"Biography, Novel, Ethnography",001,Anthropology,"Kleinman,Arthur",7,3,0,4,0,0,0,14
205214,ANTHRO 2886,William James: Lessons for Med,001,Anthropology,"Kleinman,Arthur",4,2,0,8,0,0,0,14
156938,ANTHRO 2932,Anthropology of Governance,001,Anthropology,"Greenhalgh,Susan",1,7,0,2,0,0,0,10
113022,ANTHRO 3000,Reading Course,003,Anthropology,"Caton,Steven C.",0,1,0,0,0,0,0,1
113022,ANTHRO 3000,Reading Course,004,Anthropology,"Comaroff,Jean",0,2,0,0,0,0,0,2
113022,ANTHRO 3000,Reading Course,006,Anthropology,"Comaroff,John",0,2,0,0,0,0,0,2
113022,ANTHRO 3000,Reading Course,007,Anthropology,"Farmer,Paul",0,1,0,0,0,0,0,1
113022,ANTHRO 3000,Reading Course,011,Anthropology,"Jusionyte,Ieva",0,3,0,0,0,0,0,3
113022,ANTHRO 3000,Reading Course,012,Anthropology,"Kleinman,Arthur",0,3,0,0,0,0,0,3
113022,ANTHRO 3000,Reading Course,016,Anthropology,"Meiu,George Paul",0,1,0,0,0,0,0,1
113022,ANTHRO 3000,Reading Course,019,Anthropology,"Subramanian,Ajantha",0,1,0,0,0,0,0,1
113022,ANTHRO 3000,Reading Course,021,Anthropology,"Tryon,Christian Alexander",0,1,0,0,0,0,0,1
113022,ANTHRO 3000,Reading Course,022,Anthropology,"Ur,Jason Alik",0,1,0,0,0,0,0,1
116603,ANTHRO 3001,Reading for General Examinatio,002,Anthropology,"Caton,Steven C.",0,1,0,0,0,0,0,1
116603,ANTHRO 3001,Reading for General Examinatio,004,Anthropology,"Comaroff,John",0,1,0,0,0,0,0,1
116603,ANTHRO 3001,Reading for General Examinatio,009,Anthropology,"Jusionyte,Ieva",0,2,0,0,0,0,0,2
116603,ANTHRO 3001,Reading for General Examinatio,014,Anthropology,"Meiu,George Paul",0,1,0,0,0,0,0,1
116603,ANTHRO 3001,Reading for General Examinatio,019,Anthropology,"Subramanian,Ajantha",0,1,0,0,0,0,0,1
116603,ANTHRO 3001,Reading for General Examinatio,023,Anthropology,"Bernstein,Anya",0,1,0,0,0,0,0,1
119079,ANTHRO 3400,Reading and Research,004,Anthropology,"Comaroff,Jean",0,1,0,0,0,0,0,1
119079,ANTHRO 3400,Reading and Research,014,Anthropology,"Meadow,Richard H.",0,1,0,0,0,0,0,1
119079,ANTHRO 3400,Reading and Research,016,Anthropology,"Puett,Michael J.",0,1,0,0,0,0,0,1
111058,ANTHRO 3500,Direction of Doctoral,008,Anthropology,"Comaroff,Jean",0,1,0,0,0,0,0,1
111058,ANTHRO 3500,Direction of Doctoral,015,Anthropology,"Good,Byron",0,1,0,0,0,0,0,1
111058,ANTHRO 3500,Direction of Doctoral,022,Anthropology,"Meadow,Richard H.",0,1,0,0,0,0,0,1
111058,ANTHRO 3500,Direction of Doctoral,025,Anthropology,"Subramanian,Ajantha",0,1,0,0,0,0,0,1
123453,ANTHRO 91ZR,Supervised Reading & Research,001,Anthropology,"Kao,Philip",9,0,0,0,0,0,0,9
113567,ANTHRO 97X,Soph Tutorial in Archaeology,001,Anthropology,"Ur,Jason Alik",5,0,0,0,0,0,0,5
143028,ANTHRO 97Z,Sophomore Tutorial Social Anth,001,Anthropology,"Caton,Steven C.",22,0,0,0,0,0,0,22
205522,ANTHRO 98B,Junior Tutorial for Thesis,001,Anthropology,"Kao,Philip",10,0,0,0,0,0,0,10
205185,ANTHRO 99B,Thesis Tutorial in Anthropolog,001,Anthropology,"Kao,Philip",13,0,0,0,0,0,0,13
203547,APCOMP 209B,Data Science 2,001,Applied Computation,"Glickman,Mark",1,31,1,2,0,2,0,37
128103,APCOMP 275,Computational Design of Materi,001,Applied Computation,"Kozinsky,Boris",0,3,0,4,0,0,0,7
156202,APCOMP 297R,CSE Capstone Project,001,Applied Computation,"Protopapas,Pavlos",6,29,0,0,0,0,0,35
109613,APCOMP 299R,Special Topics Applied Comp,001,Applied Computation,"Protopapas,Pavlos",1,8,0,0,0,0,0,9
156535,APCOMP 302,Special Topics in CSE,001,Applied Computation,"Weinstock,Daniel S",0,8,0,0,0,0,0,8
143432,APMTH 105,Ordinary & Partial Diff Equati,001,Applied Mathematics,"Levine,Margo S",110,8,1,0,0,1,0,120
118482,APMTH 107,Graph Theory and Combinatorics,001,Applied Mathematics,"Valiant,Leslie G.",19,0,0,0,0,0,0,19
121989,APMTH 108,Nonlinear Dynamical Systems,001,Applied Mathematics,"Iams,Sarah M",15,2,0,0,0,0,0,17
118021,APMTH 115,Mathematical Modeling,001,Applied Mathematics,"Kuang,Zhiming",22,1,0,0,0,0,0,23
113876,APMTH 120,Applicable Linear Algebra,001,Applied Mathematics,"Tziperman,Eli",144,5,0,15,0,0,0,164
143530,APMTH 202,Physical Mathematics II,001,Applied Mathematics,"Wang,Xiaolin",2,5,0,0,0,0,0,7
156203,APMTH 203,Intro is Disordered Systems,001,Applied Mathematics,"Amir,Ariel",7,10,0,0,0,0,0,17
127561,APMTH 207,Advanced Scientific Computing,001,Applied Mathematics,"Dave,Rahul S",14,52,0,6,0,1,1,74
135919,APMTH 216,Inverse Problems,001,Applied Mathematics,"Brenner,Michael P.",10,9,0,0,0,0,0,19
115123,APMTH 21B,Math Methods in the Sciences,001,Applied Mathematics,"Suo,Zhigang",62,0,0,0,2,0,0,64
107600,APMTH 221,Advanced Optimization,001,Applied Mathematics,"Kyng,Rasmus",7,33,0,2,0,0,0,42
203586,APMTH 225,Adv Scientific Computing II,001,Applied Mathematics,"Rycroft,Christopher",1,20,0,0,0,0,0,21
203548,APMTH 231,Decision Theory,001,Applied Mathematics,"Ba,Demba",9,16,1,0,0,0,0,26
116840,APMTH 299R,Special Topics in Applied Math,001,Applied Mathematics,"Mahadevan,Lakshminarayanan",1,3,0,0,0,0,0,4
116187,APMTH 318,Special Topics in Physical Mat,001,Applied Mathematics,"Brenner,Michael P.",0,2,0,0,0,0,0,2
118975,APMTH 320,Topics in Macroscopic Physics,001,Applied Mathematics,"Mahadevan,Lakshminarayanan",0,12,0,0,0,0,0,12
159776,APMTH 324,Scientific Computation,001,Applied Mathematics,"Rycroft,Christopher",0,10,0,0,0,0,0,10
122564,APMTH 50,Intro to Applied Mathematics,001,Applied Mathematics,"Hekstra,Doeke Romke",26,0,0,0,0,0,0,26
121692,APMTH 91R,Supervised Reading and Researc,001,Applied Mathematics,"Levine,Margo S",18,0,0,0,0,0,0,18
115654,APMTH 99R,Thesis Research,001,Applied Mathematics,"Levine,Margo S",7,0,0,0,0,0,0,7
141253,APPHY 216,Electromag Interact with Matte,001,Applied Physics,"Golovchenko,Jene A.",3,2,0,0,0,0,0,5
121594,APPHY 218,"Elect, Optic, & Magn Prop of M",001,Applied Physics,"Li,Xin",0,7,1,0,0,0,0,8
124723,APPHY 235,Chemistry in Materials Science,001,Applied Physics,"Aizenberg,Joanna",1,9,0,2,0,0,0,12
110087,APPHY 275,Computation Design of Material,001,Applied Physics,"Kozinsky,Boris",0,6,0,2,0,0,0,8
116509,APPHY 291,Electron Microscopy Laboratory,001,Applied Physics,"Bell,David C.",0,10,0,0,0,0,0,10
143855,APPHY 295A,Quantum Theory of Solids,001,Applied Physics,"Kaxiras,Efthimios",0,1,0,0,0,0,0,1
204955,APPHY 296,Mesoscale & Low Dim Devices,001,Applied Physics,"Ham,Donhee",3,7,0,0,0,0,0,10
131373,APPHY 299R,Special Topics Applied Physics,001,Applied Physics,"Mazur,Eric",0,5,0,0,0,0,0,5
121977,APPHY 302,Applied Condensed Matter Phys,001,Applied Physics,"Ham,Donhee",0,1,0,0,0,0,0,1
123949,APPHY 304,Materials Science of Biologica,001,Applied Physics,"Aizenberg,Joanna",0,7,0,0,0,0,0,7
125476,APPHY 322,Materials Physics and,001,Applied Physics,"Clarke,David",0,5,0,0,0,0,0,5
125472,APPHY 330,Hetero Nano Devices & Bio-temp,001,Applied Physics,"Hu,Evelyn",0,5,0,0,0,0,0,5
146784,APPHY 338,Growth & Properties of Nanostr,001,Applied Physics,"Lieber,Charles M.",0,2,0,0,0,0,0,2
122881,APPHY 342,"Nano-Lasers, Single-Photon Sou",001,Applied Physics,"Loncar,Marko",0,4,0,0,0,0,0,4
109412,APPHY 346,Interdisciplinary Dissertation,001,Applied Physics,"Keith,David",0,2,0,0,0,0,0,2
113128,APPHY 348,Mechanics in Earth and Env Sci,001,Applied Physics,"Rice,James R.",0,1,0,0,0,0,0,1
156736,APPHY 350,Exp Physics in Low Dimen Mater,001,Applied Physics,"Kim,Philip",0,3,0,0,0,0,0,3
156741,APPHY 354,Physics of Bacterial Growth,001,Applied Physics,"Amir,Ariel",0,3,0,0,0,0,0,3
133140,APPHY 360,Nonlinear Laser Phys & Mater E,001,Applied Physics,"Mazur,Eric",0,5,0,0,0,0,0,5
117862,APPHY 362,"Photonics, Quantm Devices & Na",001,Applied Physics,"Capasso,Federico",0,7,0,0,0,0,0,7
112454,APPHY 364,Exp Soft Condensed Matter,001,Applied Physics,"Weitz,David A.",0,19,0,0,0,0,0,19
113715,APPHY 368,Condensed Matter Physics,001,Applied Physics,"Nelson,David R.",0,1,0,0,0,0,0,1
125419,APPHY 372,Biological Physics and Quant B,001,Applied Physics,"Needleman,Daniel",0,6,0,0,0,0,0,6
126172,APPHY 374,Signaling Processing and Syste,001,Applied Physics,"Ramanathan,Sharad",0,3,0,0,0,0,0,3
110265,APPHY 376,Nonlinear Dynamics of Soft,001,Applied Physics,"Rubinstein,Shmuel",0,4,0,0,0,0,0,4
118649,APPHY 388,Climate Dynamics & Phys Oceano,001,Applied Physics,"Tziperman,Eli",0,1,0,0,0,0,0,1
120887,APPHY 392,Exp Soft Cond Matter & Materia,001,Applied Physics,"Manoharan,Vinothan N",0,7,0,0,0,0,0,7
116593,APPHY 394,Exp Stud of Interfaces Surface,001,Applied Physics,"Friend,Cynthia",0,3,0,0,0,0,0,3
142229,APPHY 396,Topics in Materials Science,001,Applied Physics,"Aziz,Michael J.",0,3,0,0,0,0,0,3
148042,APPHY 398,Materials Science,001,Applied Physics,"Spaepen,Frans A.",0,2,0,0,0,0,0,2
108882,APPHY 50B,Phys Fndtn for Sci & Engr Prt,001,Applied Physics,"Mazur,Eric",59,0,0,0,0,0,0,59
112096,ARABIC 130B,Upper-Level Classical Arabic 2,001,Near Eastern Languages & Civ,"Granara,William",0,1,0,0,0,0,0,1
120127,ARABIC 131B,Upper-Level Modern Arabic II,001,Near Eastern Languages & Civ,"Barmada,Nour",3,4,0,1,0,0,0,8
120127,ARABIC 131B,Upper-Level Modern Arabic II,002,Near Eastern Languages & Civ,"Barmada,Nour",9,7,1,0,0,0,0,17
120365,ARABIC 135,Colloquial Egyptian Arabic,001,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",5,4,0,0,0,0,1,10
122191,ARABIC 150R,Intro to Arabic Literature,001,Near Eastern Languages & Civ,"Nasser,Shady Hekmat",2,2,0,0,0,0,0,4
118412,ARABIC 241BR,Advanced Modern Arabic Bridge,001,Near Eastern Languages & Civ,"Alkyam,Sami Mahmoud",4,5,0,2,0,0,0,11
108970,ARABIC 242BR,Arabic Five,001,Near Eastern Languages & Civ,"Granara,William",3,2,0,1,0,0,0,6
109803,ARABIC 243CR,Arabic Bridge 3: Prose/Poetry,001,Near Eastern Languages & Civ,"Nasser,Shady Hekmat",0,4,0,0,0,0,0,4
116763,ARABIC 246R,Andalus Sicily & Maghrib Texts,001,Near Eastern Languages & Civ,"Granara,William",1,6,0,0,0,0,0,7
113215,ARABIC 249R,Arabic Philosophical Texts,001,Near Eastern Languages & Civ,"El-rouayheb,Khaled",0,5,0,0,0,0,0,5
122571,ARABIC 250R,Islamic Theological Texts,001,Near Eastern Languages & Civ,"El-rouayheb,Khaled",0,6,0,1,0,0,0,7
119668,ARABIC 256,Colonialism in Middle East,001,Near Eastern Languages & Civ,"Tamari,Salim",7,8,0,5,0,0,0,20
120313,ARABIC 257,Autobiography & Social History,001,Near Eastern Languages & Civ,"Tamari,Salim",0,9,0,0,0,0,0,9
122472,ARABIC 300,Reading/Research in Arabic,001,Near Eastern Languages & Civ,"El-rouayheb,Khaled",0,0,0,0,0,0,0,0
159876,ARABIC AB,Elementary Arabic,001,Near Eastern Languages & Civ,"Alkyam,Sami Mahmoud",4,1,0,3,0,0,0,8
159876,ARABIC AB,Elementary Arabic,002,Near Eastern Languages & Civ,"Alkyam,Sami Mahmoud",10,0,1,0,0,0,0,11
159876,ARABIC AB,Elementary Arabic,003,Near Eastern Languages & Civ,"Alkyam,Sami Mahmoud",3,0,0,0,0,0,0,3
159876,ARABIC AB,Elementary Arabic,004,Near Eastern Languages & Civ,"Alkyam,Sami Mahmoud",10,1,0,1,0,0,0,12
159876,ARABIC AB,Elementary Arabic,005,Near Eastern Languages & Civ,"Alkyam,Sami Mahmoud",11,0,1,0,0,0,1,13
127804,ARABIC BB,Intermediate Arabic II,001,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",5,2,0,2,0,0,0,9
127804,ARABIC BB,Intermediate Arabic II,002,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",7,2,0,0,0,0,0,9
127804,ARABIC BB,Intermediate Arabic II,003,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",5,0,0,1,0,0,0,6
206899,ARMEN 162,Contemporary Armenian Culture,001,Near Eastern Languages & Civ,"Gulesserian,Lisa Ann",4,0,0,0,0,0,0,4
205908,ARMEN AB,Elementary Modern Armenian,001,Near Eastern Languages & Civ,"Gulesserian,Lisa Ann",3,0,0,1,0,0,0,4
125880,ASTRON 100,Methods of Observational Astro,001,Astronomy,"Berger,Edo",9,0,0,0,0,0,0,9
125883,ASTRON 130,Cosmology,001,Astronomy,"Finkbeiner,Douglas",19,0,0,0,1,0,0,20
118136,ASTRON 16,Stellar and Planetary Astronom,001,Astronomy,"Oberg,Karin",43,0,0,0,0,0,0,43
113262,ASTRON 191,Astrophysics Laboratory,001,Astronomy,"Kovac,John M",5,0,0,0,0,0,0,5
124966,ASTRON 200,Phys Processes in Astrophysics,001,Astronomy,"Hernquist,Lars Eric",0,5,0,0,0,0,0,5
111660,ASTRON 202B,Cosmology,001,Astronomy,"Eisenstein,Daniel James",0,9,0,0,0,0,0,9
111053,ASTRON 219,High Energy Astrophysics,001,Astronomy,"Grindlay,Jonathan E.",0,2,0,0,0,1,0,3
122728,ASTRON 300,Topics in Modern Astrophysics,001,Astronomy,"Murphy,Nicholas A",0,1,0,0,0,0,0,1
122728,ASTRON 300,Topics in Modern Astrophysics,002,Astronomy,"Goodman,Alyssa A.",0,1,0,0,0,0,0,1
122728,ASTRON 300,Topics in Modern Astrophysics,003,Astronomy,"Loeb,Abraham",0,2,0,0,0,0,0,2
122728,ASTRON 300,Topics in Modern Astrophysics,004,Astronomy,"Conroy,Charles",0,5,0,0,0,0,0,5
122728,ASTRON 300,Topics in Modern Astrophysics,005,Astronomy,"Charbonneau,David",0,4,0,0,0,0,0,4
122728,ASTRON 300,Topics in Modern Astrophysics,006,Astronomy,"Eisenstein,Daniel James",0,6,0,0,0,0,0,6
122728,ASTRON 300,Topics in Modern Astrophysics,007,Astronomy,"Finkbeiner,Douglas",0,5,0,0,0,0,0,5
122728,ASTRON 300,Topics in Modern Astrophysics,008,Astronomy,"Sasselov,Dimitar",0,3,0,0,0,0,0,3
122728,ASTRON 300,Topics in Modern Astrophysics,010,Astronomy,"Berger,Edo",0,6,0,0,0,0,0,6
122728,ASTRON 300,Topics in Modern Astrophysics,011,Astronomy,"Johnson,John Asher",0,5,0,0,0,0,0,5
122728,ASTRON 300,Topics in Modern Astrophysics,012,Astronomy,"Kovac,John M",0,4,0,0,0,0,0,4
122728,ASTRON 300,Topics in Modern Astrophysics,013,Astronomy,"Oberg,Karin",0,6,0,0,0,0,0,6
122728,ASTRON 300,Topics in Modern Astrophysics,014,Astronomy,"Hernquist,Lars Eric",0,4,0,0,0,0,0,4
122728,ASTRON 300,Topics in Modern Astrophysics,015,Astronomy,"Narayan,Ramesh",0,3,0,0,0,0,0,3
122728,ASTRON 300,Topics in Modern Astrophysics,016,Astronomy,"Andrews,Sean M.",0,2,0,0,0,0,0,2
122728,ASTRON 300,Topics in Modern Astrophysics,017,Astronomy,"Lopez-Morales,Maria Mercedes",0,4,0,0,0,0,0,4
122728,ASTRON 300,Topics in Modern Astrophysics,018,Astronomy,"Grindlay,Jonathan E.",0,1,0,0,0,0,0,1
160577,ASTRON 301HFB,Journal Club,001,Astronomy,"Berger,Edo",0,47,0,0,0,0,0,47
117515,ASTRON 302,Science of Teaching Science,001,Astronomy,"Sadler,Philip M.",0,1,0,1,0,0,0,2
161303,ASTRON 305,Origins of Life Research,001,Astronomy,"Sasselov,Dimitar",0,6,0,0,0,0,0,6
159800,ASTRON 99B,Senior Thesis in Astrophysics,001,Astronomy,"Charbonneau,David",7,0,0,0,0,0,0,7
110559,BBS 333R,Research in Biol & Biomed Scie,001,Medical Sciences,"Dymecki,Susan",0,69,0,0,0,0,0,69
203785,BBS 350,Translational bioinformatics,001,Medical Sciences,"Patel,Chirag",0,2,0,0,0,0,0,2
205974,BBS 365,Identification of new protein,001,Medical Sciences,"Stegmaier,Kimberly",0,1,0,0,0,0,0,1
207171,BBS 366,Statistical methods for cancer,001,Medical Sciences,"Aryee,Martin Joseph Ankrah",0,1,0,0,0,0,0,1
121820,BCMP 234,Cellular Metabolism & Hum Dise,001,Medical Sciences,"Michel,Thomas",6,23,0,0,0,0,0,29
156104,BCMP 236,Pharmacokinetics and Modern Dr,001,Medical Sciences,"Mitchison,Timothy",0,22,0,0,0,0,0,22
204396,BCMP 250,Biophysical and Biochemical Me,001,Medical Sciences,"Kruse,Andrew",0,17,0,0,0,0,0,17
